Item,Price,Quantity,Order Total,Order Date,Month,Year,Month_Num,Day,Weekday,Is_Weekend,Avg_Price_Per_Item,High_Value_Order,Category_Drinks,Category_Main Dishes,Category_Side Dishes,Category_Starters,Payment Method_Credit Card,Payment Method_Digital Wallet
Grilled Vegetables,5.0,3.0,15.0,2022-04-16,2022-04,2022,4,16,Saturday,1,5.0,0,False,False,True,False,False,False
Side Salad,3.0,4.0,12.0,2022-10-15,2022-10,2022,10,15,Saturday,1,3.0,0,False,False,True,False,True,False
Iced Tea,2.5,3.0,7.5,2022-04-14,2022-04,2022,4,14,Thursday,0,2.5,0,True,False,False,False,True,False
Water,1.0,3.0,3.0,2022-12-18,2022-12,2022,12,18,Sunday,1,1.0,0,True,False,False,False,True,False
Cheesecake,7.0,2.0,14.0,2023-10-20,2023-10,2023,10,20,Friday,0,7.0,0,False,False,False,False,False,False
Mashed Potatoes,4.0,4.0,16.0,2023-09-18,2023-09,2023,9,18,Monday,0,4.0,0,False,False,True,False,False,True
Side Salad,3.0,4.0,12.0,2023-11-07,2023-11,2023,11,7,Tuesday,0,3.0,0,False,False,True,False,True,False
Coca Cola,2.5,3.0,7.5,2022-11-02,2022-11,2022,11,2,Wednesday,0,2.5,0,True,False,False,False,True,False
Lemonade,3.0,5.0,15.0,2022-12-06,2022-12,2022,12,6,Tuesday,0,3.0,0,True,False,False,False,True,False
Lemonade,3.0,3.0,9.0,2022-05-08,2022-05,2022,5,8,Sunday,1,3.0,0,True,False,False,False,True,False
Beef Chili,7.0,3.0,21.0,2023-05-22,2023-05,2023,5,22,Monday,0,7.0,0,False,False,False,True,False,False
Pasta Alfredo,12.0,3.0,36.0,2023-08-26,2023-08,2023,8,26,Saturday,1,12.0,0,False,True,False,False,False,False
Chicken Melt,8.0,5.0,40.0,2023-09-02,2023-09,2023,9,2,Saturday,1,8.0,0,False,False,False,True,False,True
Onion Rings,5.0,1.0,5.0,2022-09-30,2022-09,2022,9,30,Friday,0,5.0,0,False,False,True,False,False,True
Orange Juice,3.0,1.0,3.0,2023-04-09,2023-04,2023,4,9,Sunday,1,3.0,0,True,False,False,False,False,True
Ice Cream,5.0,2.0,10.0,2022-07-27,2022-07,2022,7,27,Wednesday,0,5.0,0,False,False,False,False,False,True
Lemonade,3.0,2.0,6.0,2022-10-03,2022-10,2022,10,3,Monday,0,3.0,0,True,False,False,False,False,True
Coca Cola,2.5,3.0,7.5,2022-03-12,2022-03,2022,3,12,Saturday,1,2.5,0,True,False,False,False,False,True
Ice Cream,5.0,3.0,15.0,2023-08-17,2023-08,2023,8,17,Thursday,0,5.0,0,False,False,False,False,False,True
Brownie,6.0,4.0,24.0,2022-03-26,2022-03,2022,3,26,Saturday,1,6.0,0,False,False,False,False,False,False
Fruit Salad,4.0,2.0,8.0,2023-04-19,2023-04,2023,4,19,Wednesday,0,4.0,0,False,False,False,False,False,True
Salmon,18.0,3.0,54.0,2022-12-20,2022-12,2022,12,20,Tuesday,0,18.0,0,False,True,False,False,True,False
Sweet Potato Fries,5.0,3.0,15.0,2023-01-21,2023-01,2023,1,21,Saturday,1,5.0,0,False,False,False,True,False,True
Ice Cream,5.0,4.0,20.0,2023-10-25,2023-10,2023,10,25,Wednesday,0,5.0,0,False,False,False,False,False,True
Sweet Potato Fries,5.0,1.0,5.0,2023-09-01,2023-09,2023,9,1,Friday,0,5.0,0,False,False,False,True,False,True
Iced Tea,2.5,2.0,5.0,2023-05-08,2023-05,2023,5,8,Monday,0,2.5,0,True,False,False,False,False,True
Chocolate Cake,6.0,2.0,12.0,2023-02-18,2023-02,2023,2,18,Saturday,1,6.0,0,False,False,False,False,False,False
Side Salad,3.0,3.0,9.0,2023-02-25,2023-02,2023,2,25,Saturday,1,3.0,0,False,False,True,False,False,True
Fruit Salad,4.0,5.0,20.0,2023-10-03,2023-10,2023,10,3,Tuesday,0,4.0,0,False,False,False,False,True,False
Sweet Potato Fries,5.0,3.0,15.0,2022-02-03,2022-02,2022,2,3,Thursday,0,5.0,0,False,False,False,True,True,False
Garlic Bread,4.0,5.0,20.0,2022-10-30,2022-10,2022,10,30,Sunday,1,4.0,0,False,False,True,False,False,False
Grilled Chicken,15.0,1.0,15.0,2023-02-10,2023-02,2023,2,10,Friday,0,15.0,0,False,True,False,False,False,True
Cheesecake,7.0,3.0,21.0,2023-05-20,2023-05,2023,5,20,Saturday,1,7.0,0,False,False,False,False,False,False
Grilled Chicken,15.0,2.0,30.0,2022-05-24,2022-05,2022,5,24,Tuesday,0,15.0,0,False,True,False,False,False,False
Ice Cream,5.0,1.0,5.0,2022-09-27,2022-09,2022,9,27,Tuesday,0,5.0,0,False,False,False,False,True,False
Water,1.0,3.0,3.0,2023-12-12,2023-12,2023,12,12,Tuesday,0,1.0,0,True,False,False,False,False,False
Chocolate Cake,6.0,2.0,12.0,2023-05-08,2023-05,2023,5,8,Monday,0,6.0,0,False,False,False,False,False,True
Ice Cream,5.0,4.0,20.0,2022-03-25,2022-03,2022,3,25,Friday,0,5.0,0,False,False,False,False,True,False
Chicken Melt,8.0,5.0,40.0,2023-03-06,2023-03,2023,3,6,Monday,0,8.0,0,False,False,False,True,False,False
French Fries,4.0,1.0,4.0,2023-04-10,2023-04,2023,4,10,Monday,0,4.0,0,False,False,False,True,False,True
Side Salad,3.0,3.0,9.0,2023-09-22,2023-09,2023,9,22,Friday,0,3.0,0,False,False,True,False,False,False
Ice Cream,5.0,4.0,20.0,2023-06-29,2023-06,2023,6,29,Thursday,0,5.0,0,False,False,False,False,False,True
Ice Cream,5.0,3.0,15.0,2022-08-14,2022-08,2022,8,14,Sunday,1,5.0,0,False,False,False,False,False,False
Vegetarian Platter,14.0,2.0,28.0,2023-01-25,2023-01,2023,1,25,Wednesday,0,14.0,0,False,True,False,False,True,False
Side Salad,3.0,5.0,15.0,2022-06-19,2022-06,2022,6,19,Sunday,1,3.0,0,False,False,True,False,False,True
Brownie,6.0,1.0,6.0,2022-03-07,2022-03,2022,3,7,Monday,0,6.0,0,False,False,False,False,False,False
French Fries,4.0,1.0,4.0,2022-02-18,2022-02,2022,2,18,Friday,0,4.0,0,False,False,False,True,False,True
Chocolate Cake,6.0,4.0,24.0,2023-10-23,2023-10,2023,10,23,Monday,0,6.0,0,False,False,False,False,True,False
Grilled Vegetables,5.0,2.0,10.0,2023-10-22,2023-10,2023,10,22,Sunday,1,5.0,0,False,False,True,False,True,False
Chocolate Cake,6.0,1.0,6.0,2023-09-08,2023-09,2023,9,8,Friday,0,6.0,0,False,False,False,False,False,True
Lemonade,3.0,3.0,9.0,2023-04-16,2023-04,2023,4,16,Sunday,1,3.0,0,True,False,False,False,True,False
Pasta Alfredo,12.0,4.0,48.0,2022-02-28,2022-02,2022,2,28,Monday,0,12.0,0,False,True,False,False,False,True
Coca Cola,2.5,2.0,5.0,2023-08-27,2023-08,2023,8,27,Sunday,1,2.5,0,True,False,False,False,True,False
Chocolate Cake,6.0,1.0,6.0,2022-01-30,2022-01,2022,1,30,Sunday,1,6.0,0,False,False,False,False,False,False
Pasta Alfredo,12.0,5.0,60.0,2022-01-19,2022-01,2022,1,19,Wednesday,0,12.0,0,False,True,False,False,False,True
Sweet Potato Fries,5.0,4.0,20.0,2023-12-02,2023-12,2023,12,2,Saturday,1,5.0,0,False,False,False,True,False,False
French Fries,4.0,3.0,12.0,2023-08-18,2023-08,2023,8,18,Friday,0,4.0,0,False,False,False,True,False,False
Cheese Fries,5.0,4.0,20.0,2023-04-03,2023-04,2023,4,3,Monday,0,5.0,0,False,False,False,True,True,False
Side Salad,3.0,1.0,3.0,2022-06-09,2022-06,2022,6,9,Thursday,0,3.0,0,False,False,True,False,False,True
Cheesecake,7.0,4.0,28.0,2023-02-17,2023-02,2023,2,17,Friday,0,7.0,0,False,False,False,False,True,False
Cheesecake,7.0,4.0,28.0,2022-05-15,2022-05,2022,5,15,Sunday,1,7.0,0,False,False,False,False,False,False
Coca Cola,2.5,4.0,10.0,2022-10-04,2022-10,2022,10,4,Tuesday,0,2.5,0,True,False,False,False,False,True
Ice Cream,5.0,5.0,25.0,2023-07-03,2023-07,2023,7,3,Monday,0,5.0,0,False,False,False,False,True,False
Water,1.0,1.0,1.0,2022-03-11,2022-03,2022,3,11,Friday,0,1.0,0,True,False,False,False,False,True
Lemonade,3.0,1.0,3.0,2023-09-15,2023-09,2023,9,15,Friday,0,3.0,0,True,False,False,False,True,False
Water,1.0,3.0,3.0,2023-02-22,2023-02,2023,2,22,Wednesday,0,1.0,0,True,False,False,False,False,True
Side Salad,3.0,2.0,6.0,2023-02-22,2023-02,2023,2,22,Wednesday,0,3.0,0,False,False,True,False,True,False
Water,1.0,3.0,3.0,2022-06-30,2022-06,2022,6,30,Thursday,0,1.0,0,True,False,False,False,False,True
Vegetarian Platter,14.0,4.0,56.0,2023-10-18,2023-10,2023,10,18,Wednesday,0,14.0,0,False,True,False,False,False,True
Sweet Potato Fries,5.0,2.0,10.0,2023-07-07,2023-07,2023,7,7,Friday,0,5.0,0,False,False,False,True,False,True
Orange Juice,3.0,1.0,3.0,2023-09-23,2023-09,2023,9,23,Saturday,1,3.0,0,True,False,False,False,False,True
Mashed Potatoes,4.0,2.0,8.0,2023-04-17,2023-04,2023,4,17,Monday,0,4.0,0,False,False,True,False,False,True
Side Salad,3.0,4.0,12.0,2023-06-03,2023-06,2023,6,3,Saturday,1,3.0,0,False,False,True,False,False,True
Coca Cola,2.5,5.0,12.5,2022-08-02,2022-08,2022,8,2,Tuesday,0,2.5,0,True,False,False,False,False,True
Garlic Bread,4.0,2.0,8.0,2022-08-30,2022-08,2022,8,30,Tuesday,0,4.0,0,False,False,True,False,True,False
Ice Cream,5.0,4.0,20.0,2023-09-19,2023-09,2023,9,19,Tuesday,0,5.0,0,False,False,False,False,False,True
Brownie,6.0,1.0,6.0,2023-12-31,2023-12,2023,12,31,Sunday,1,6.0,0,False,False,False,False,True,False
Ice Cream,5.0,5.0,25.0,2022-05-18,2022-05,2022,5,18,Wednesday,0,5.0,0,False,False,False,False,False,True
Chicken Melt,8.0,2.0,16.0,2022-05-30,2022-05,2022,5,30,Monday,0,8.0,0,False,False,False,True,True,False
Cheese Fries,5.0,4.0,20.0,2023-06-14,2023-06,2023,6,14,Wednesday,0,5.0,0,False,False,False,True,False,True
Side Salad,3.0,5.0,15.0,2023-11-30,2023-11,2023,11,30,Thursday,0,3.0,0,False,False,True,False,False,True
Garlic Bread,4.0,5.0,20.0,2022-04-08,2022-04,2022,4,8,Friday,0,4.0,0,False,False,True,False,False,False
Grilled Vegetables,5.0,4.0,20.0,2023-07-06,2023-07,2023,7,6,Thursday,0,5.0,0,False,False,True,False,False,False
Grilled Chicken,15.0,5.0,75.0,2022-07-24,2022-07,2022,7,24,Sunday,1,15.0,0,False,True,False,False,False,False
Side Salad,3.0,4.0,12.0,2023-09-21,2023-09,2023,9,21,Thursday,0,3.0,0,False,False,True,False,False,True
Pasta Alfredo,12.0,3.0,36.0,2023-09-08,2023-09,2023,9,8,Friday,0,12.0,0,False,True,False,False,False,True
Pasta Alfredo,12.0,5.0,60.0,2023-02-26,2023-02,2023,2,26,Sunday,1,12.0,0,False,True,False,False,False,True
Cheese Fries,5.0,3.0,15.0,2023-02-28,2023-02,2023,2,28,Tuesday,0,5.0,0,False,False,False,True,True,False
Water,1.0,4.0,4.0,2023-11-17,2023-11,2023,11,17,Friday,0,1.0,0,True,False,False,False,False,False
Pasta Alfredo,12.0,3.0,36.0,2023-11-27,2023-11,2023,11,27,Monday,0,12.0,0,False,True,False,False,False,False
Lemonade,3.0,4.0,12.0,2023-11-08,2023-11,2023,11,8,Wednesday,0,3.0,0,True,False,False,False,False,False
Coca Cola,2.5,4.0,10.0,2023-09-10,2023-09,2023,9,10,Sunday,1,2.5,0,True,False,False,False,True,False
Cheese Fries,5.0,3.0,15.0,2023-02-13,2023-02,2023,2,13,Monday,0,5.0,0,False,False,False,True,False,False
Side Salad,3.0,4.0,12.0,2022-02-06,2022-02,2022,2,6,Sunday,1,3.0,0,False,False,True,False,False,False
Cheese Fries,5.0,5.0,25.0,2022-05-03,2022-05,2022,5,3,Tuesday,0,5.0,0,False,False,False,True,False,False
Lemonade,3.0,4.0,12.0,2023-10-23,2023-10,2023,10,23,Monday,0,3.0,0,True,False,False,False,True,False
French Fries,4.0,3.0,12.0,2023-10-01,2023-10,2023,10,1,Sunday,1,4.0,0,False,False,False,True,True,False
Coca Cola,2.5,4.0,10.0,2023-01-31,2023-01,2023,1,31,Tuesday,0,2.5,0,True,False,False,False,False,False
Coca Cola,2.5,4.0,10.0,2022-12-18,2022-12,2022,12,18,Sunday,1,2.5,0,True,False,False,False,False,False
French Fries,4.0,4.0,16.0,2023-05-17,2023-05,2023,5,17,Wednesday,0,4.0,0,False,False,False,True,False,True
Grilled Chicken,15.0,4.0,60.0,2023-03-17,2023-03,2023,3,17,Friday,0,15.0,0,False,True,False,False,True,False
Beef Chili,7.0,5.0,35.0,2023-07-01,2023-07,2023,7,1,Saturday,1,7.0,0,False,False,False,True,False,True
Salmon,18.0,2.0,36.0,2023-09-12,2023-09,2023,9,12,Tuesday,0,18.0,0,False,True,False,False,False,False
Mashed Potatoes,4.0,4.0,16.0,2022-10-24,2022-10,2022,10,24,Monday,0,4.0,0,False,False,True,False,False,False
Mashed Potatoes,4.0,2.0,8.0,2022-06-23,2022-06,2022,6,23,Thursday,0,4.0,0,False,False,True,False,True,False
Coca Cola,2.5,1.0,2.5,2022-01-19,2022-01,2022,1,19,Wednesday,0,2.5,0,True,False,False,False,False,True
Iced Tea,2.5,4.0,10.0,2022-02-19,2022-02,2022,2,19,Saturday,1,2.5,0,True,False,False,False,False,True
Grilled Chicken,15.0,5.0,75.0,2022-04-23,2022-04,2022,4,23,Saturday,1,15.0,0,False,True,False,False,True,False
Side Salad,3.0,4.0,12.0,2022-03-31,2022-03,2022,3,31,Thursday,0,3.0,0,False,False,True,False,False,False
Brownie,6.0,5.0,30.0,2022-02-14,2022-02,2022,2,14,Monday,0,6.0,0,False,False,False,False,False,True
Pasta Alfredo,12.0,4.0,48.0,2022-06-02,2022-06,2022,6,2,Thursday,0,12.0,0,False,True,False,False,False,False
Side Salad,3.0,5.0,15.0,2022-11-13,2022-11,2022,11,13,Sunday,1,3.0,0,False,False,True,False,False,False
Chicken Melt,8.0,2.0,16.0,2022-10-31,2022-10,2022,10,31,Monday,0,8.0,0,False,False,False,True,False,False
Grilled Vegetables,5.0,3.0,15.0,2022-08-29,2022-08,2022,8,29,Monday,0,5.0,0,False,False,True,False,False,True
Steak,20.0,5.0,100.0,2023-03-20,2023-03,2023,3,20,Monday,0,20.0,0,False,True,False,False,False,True
Water,1.0,5.0,5.0,2022-09-30,2022-09,2022,9,30,Friday,0,1.0,0,True,False,False,False,False,True
French Fries,4.0,1.0,4.0,2023-03-30,2023-03,2023,3,30,Thursday,0,4.0,0,False,False,False,True,False,True
Water,1.0,5.0,5.0,2023-02-14,2023-02,2023,2,14,Tuesday,0,1.0,0,True,False,False,False,True,False
Lemonade,3.0,2.0,6.0,2022-07-16,2022-07,2022,7,16,Saturday,1,3.0,0,True,False,False,False,False,False
Cheese Fries,5.0,4.0,20.0,2023-06-12,2023-06,2023,6,12,Monday,0,5.0,0,False,False,False,True,False,False
Ice Cream,5.0,2.0,10.0,2022-12-04,2022-12,2022,12,4,Sunday,1,5.0,0,False,False,False,False,True,False
Garlic Bread,4.0,4.0,16.0,2022-05-31,2022-05,2022,5,31,Tuesday,0,4.0,0,False,False,True,False,False,False
Steak,20.0,5.0,100.0,2023-08-16,2023-08,2023,8,16,Wednesday,0,20.0,0,False,True,False,False,False,False
Grilled Chicken,15.0,5.0,75.0,2023-10-14,2023-10,2023,10,14,Saturday,1,15.0,0,False,True,False,False,True,False
Chocolate Cake,6.0,2.0,12.0,2023-10-02,2023-10,2023,10,2,Monday,0,6.0,0,False,False,False,False,True,False
Mashed Potatoes,4.0,1.0,4.0,2022-01-06,2022-01,2022,1,6,Thursday,0,4.0,0,False,False,True,False,True,False
Brownie,6.0,2.0,12.0,2023-05-22,2023-05,2023,5,22,Monday,0,6.0,0,False,False,False,False,True,False
Brownie,6.0,5.0,30.0,2023-05-21,2023-05,2023,5,21,Sunday,1,6.0,0,False,False,False,False,False,False
Side Salad,3.0,5.0,15.0,2022-01-27,2022-01,2022,1,27,Thursday,0,3.0,0,False,False,True,False,False,False
Mashed Potatoes,4.0,4.0,16.0,2022-02-13,2022-02,2022,2,13,Sunday,1,4.0,0,False,False,True,False,False,False
Ice Cream,5.0,2.0,10.0,2023-02-05,2023-02,2023,2,5,Sunday,1,5.0,0,False,False,False,False,True,False
Fruit Salad,4.0,2.0,8.0,2022-04-04,2022-04,2022,4,4,Monday,0,4.0,0,False,False,False,False,False,False
Grilled Vegetables,5.0,2.0,10.0,2023-10-16,2023-10,2023,10,16,Monday,0,5.0,0,False,False,True,False,True,False
Water,1.0,2.0,2.0,2022-11-27,2022-11,2022,11,27,Sunday,1,1.0,0,True,False,False,False,False,True
Garlic Bread,4.0,5.0,20.0,2022-08-28,2022-08,2022,8,28,Sunday,1,4.0,0,False,False,True,False,False,False
Cheese Fries,5.0,5.0,25.0,2022-04-19,2022-04,2022,4,19,Tuesday,0,5.0,0,False,False,False,True,True,False
Side Salad,3.0,3.0,9.0,2022-04-16,2022-04,2022,4,16,Saturday,1,3.0,0,False,False,True,False,False,True
Garlic Bread,4.0,4.0,16.0,2023-03-31,2023-03,2023,3,31,Friday,0,4.0,0,False,False,True,False,False,True
Ice Cream,5.0,2.0,10.0,2023-07-14,2023-07,2023,7,14,Friday,0,5.0,0,False,False,False,False,False,True
Garlic Bread,4.0,5.0,20.0,2022-05-27,2022-05,2022,5,27,Friday,0,4.0,0,False,False,True,False,False,False
French Fries,4.0,1.0,4.0,2022-09-03,2022-09,2022,9,3,Saturday,1,4.0,0,False,False,False,True,False,False
Ice Cream,5.0,3.0,15.0,2022-06-20,2022-06,2022,6,20,Monday,0,5.0,0,False,False,False,False,False,True
Side Salad,3.0,1.0,3.0,2022-01-19,2022-01,2022,1,19,Wednesday,0,3.0,0,False,False,True,False,False,True
French Fries,4.0,5.0,20.0,2022-01-01,2022-01,2022,1,1,Saturday,1,4.0,0,False,False,False,True,False,False
Grilled Chicken,15.0,2.0,30.0,2022-11-03,2022-11,2022,11,3,Thursday,0,15.0,0,False,True,False,False,True,False
Garlic Bread,4.0,4.0,16.0,2022-02-07,2022-02,2022,2,7,Monday,0,4.0,0,False,False,True,False,True,False
Beef Chili,7.0,1.0,7.0,2022-08-07,2022-08,2022,8,7,Sunday,1,7.0,0,False,False,False,True,False,False
Water,1.0,1.0,1.0,2023-03-14,2023-03,2023,3,14,Tuesday,0,1.0,0,True,False,False,False,False,False
Steak,20.0,5.0,100.0,2023-03-03,2023-03,2023,3,3,Friday,0,20.0,0,False,True,False,False,False,True
Fruit Salad,4.0,2.0,8.0,2023-02-28,2023-02,2023,2,28,Tuesday,0,4.0,0,False,False,False,False,False,False
Side Salad,3.0,5.0,15.0,2023-08-18,2023-08,2023,8,18,Friday,0,3.0,0,False,False,True,False,False,True
French Fries,4.0,4.0,16.0,2023-10-25,2023-10,2023,10,25,Wednesday,0,4.0,0,False,False,False,True,False,True
Brownie,6.0,2.0,12.0,2022-10-05,2022-10,2022,10,5,Wednesday,0,6.0,0,False,False,False,False,False,False
French Fries,4.0,3.0,12.0,2023-03-26,2023-03,2023,3,26,Sunday,1,4.0,0,False,False,False,True,True,False
Fruit Salad,4.0,5.0,20.0,2023-04-07,2023-04,2023,4,7,Friday,0,4.0,0,False,False,False,False,True,False
Brownie,6.0,3.0,18.0,2022-12-03,2022-12,2022,12,3,Saturday,1,6.0,0,False,False,False,False,False,True
Chocolate Cake,6.0,3.0,18.0,2023-08-08,2023-08,2023,8,8,Tuesday,0,6.0,0,False,False,False,False,False,False
Coca Cola,2.5,5.0,12.5,2022-09-14,2022-09,2022,9,14,Wednesday,0,2.5,0,True,False,False,False,False,False
Side Salad,3.0,3.0,9.0,2023-07-12,2023-07,2023,7,12,Wednesday,0,3.0,0,False,False,True,False,False,True
Sweet Potato Fries,5.0,1.0,5.0,2022-07-02,2022-07,2022,7,2,Saturday,1,5.0,0,False,False,False,True,False,False
Coca Cola,2.5,5.0,12.5,2023-01-11,2023-01,2023,1,11,Wednesday,0,2.5,0,True,False,False,False,True,False
Pasta Alfredo,12.0,3.0,36.0,2023-12-18,2023-12,2023,12,18,Monday,0,12.0,0,False,True,False,False,False,True
Mashed Potatoes,4.0,3.0,12.0,2023-08-24,2023-08,2023,8,24,Thursday,0,4.0,0,False,False,True,False,True,False
Chocolate Cake,6.0,1.0,6.0,2023-09-26,2023-09,2023,9,26,Tuesday,0,6.0,0,False,False,False,False,False,True
Mashed Potatoes,4.0,4.0,16.0,2023-11-09,2023-11,2023,11,9,Thursday,0,4.0,0,False,False,True,False,True,False
Ice Cream,5.0,4.0,20.0,2023-06-14,2023-06,2023,6,14,Wednesday,0,5.0,0,False,False,False,False,False,False
Water,1.0,4.0,4.0,2022-11-14,2022-11,2022,11,14,Monday,0,1.0,0,True,False,False,False,True,False
Pasta Alfredo,12.0,3.0,36.0,2022-03-06,2022-03,2022,3,6,Sunday,1,12.0,0,False,True,False,False,False,True
Chicken Melt,8.0,2.0,16.0,2023-11-06,2023-11,2023,11,6,Monday,0,8.0,0,False,False,False,True,False,False
Lemonade,3.0,3.0,9.0,2022-03-13,2022-03,2022,3,13,Sunday,1,3.0,0,True,False,False,False,False,True
Coca Cola,2.5,3.0,7.5,2022-03-02,2022-03,2022,3,2,Wednesday,0,2.5,0,True,False,False,False,False,False
Cheese Fries,5.0,2.0,10.0,2023-04-05,2023-04,2023,4,5,Wednesday,0,5.0,0,False,False,False,True,False,False
Brownie,6.0,2.0,12.0,2023-01-12,2023-01,2023,1,12,Thursday,0,6.0,0,False,False,False,False,True,False
Coca Cola,2.5,5.0,12.5,2022-05-30,2022-05,2022,5,30,Monday,0,2.5,0,True,False,False,False,False,False
Beef Chili,7.0,3.0,21.0,2022-05-01,2022-05,2022,5,1,Sunday,1,7.0,0,False,False,False,True,False,True
Brownie,6.0,5.0,30.0,2022-09-18,2022-09,2022,9,18,Sunday,1,6.0,0,False,False,False,False,False,False
Grilled Chicken,15.0,1.0,15.0,2023-12-07,2023-12,2023,12,7,Thursday,0,15.0,0,False,True,False,False,False,True
Grilled Chicken,15.0,1.0,15.0,2022-05-20,2022-05,2022,5,20,Friday,0,15.0,0,False,True,False,False,False,False
Salmon,18.0,4.0,72.0,2022-02-19,2022-02,2022,2,19,Saturday,1,18.0,0,False,True,False,False,True,False
Garlic Bread,4.0,4.0,16.0,2023-11-25,2023-11,2023,11,25,Saturday,1,4.0,0,False,False,True,False,False,False
Grilled Chicken,15.0,2.0,30.0,2023-05-24,2023-05,2023,5,24,Wednesday,0,15.0,0,False,True,False,False,False,True
Nachos Grande,10.0,5.0,50.0,2023-06-08,2023-06,2023,6,8,Thursday,0,10.0,0,False,False,False,True,False,True
Garlic Bread,4.0,3.0,12.0,2023-02-03,2023-02,2023,2,3,Friday,0,4.0,0,False,False,True,False,False,True
Mashed Potatoes,4.0,1.0,4.0,2023-01-30,2023-01,2023,1,30,Monday,0,4.0,0,False,False,True,False,False,True
French Fries,4.0,2.0,8.0,2022-12-04,2022-12,2022,12,4,Sunday,1,4.0,0,False,False,False,True,True,False
Onion Rings,5.0,3.0,15.0,2023-12-07,2023-12,2023,12,7,Thursday,0,5.0,0,False,False,True,False,False,True
Water,1.0,2.0,2.0,2023-03-14,2023-03,2023,3,14,Tuesday,0,1.0,0,True,False,False,False,False,False
Mashed Potatoes,4.0,1.0,4.0,2022-05-02,2022-05,2022,5,2,Monday,0,4.0,0,False,False,True,False,True,False
French Fries,4.0,4.0,16.0,2022-05-15,2022-05,2022,5,15,Sunday,1,4.0,0,False,False,False,True,False,True
Salmon,18.0,4.0,72.0,2022-03-30,2022-03,2022,3,30,Wednesday,0,18.0,0,False,True,False,False,True,False
Chocolate Cake,6.0,2.0,12.0,2023-01-19,2023-01,2023,1,19,Thursday,0,6.0,0,False,False,False,False,False,False
Steak,20.0,3.0,60.0,2023-04-07,2023-04,2023,4,7,Friday,0,20.0,0,False,True,False,False,True,False
Steak,20.0,1.0,20.0,2023-06-29,2023-06,2023,6,29,Thursday,0,20.0,0,False,True,False,False,True,False
Side Salad,3.0,3.0,9.0,2023-12-15,2023-12,2023,12,15,Friday,0,3.0,0,False,False,True,False,False,False
Fruit Salad,4.0,4.0,16.0,2023-10-18,2023-10,2023,10,18,Wednesday,0,4.0,0,False,False,False,False,True,False
French Fries,4.0,1.0,4.0,2022-09-26,2022-09,2022,9,26,Monday,0,4.0,0,False,False,False,True,False,True
Water,1.0,4.0,4.0,2022-01-03,2022-01,2022,1,3,Monday,0,1.0,0,True,False,False,False,False,False
Vegetarian Platter,14.0,1.0,14.0,2022-11-06,2022-11,2022,11,6,Sunday,1,14.0,0,False,True,False,False,False,True
Cheese Fries,5.0,3.0,15.0,2023-08-02,2023-08,2023,8,2,Wednesday,0,5.0,0,False,False,False,True,False,False
Fruit Salad,4.0,4.0,16.0,2023-07-31,2023-07,2023,7,31,Monday,0,4.0,0,False,False,False,False,False,True
Cheesecake,7.0,2.0,14.0,2022-03-31,2022-03,2022,3,31,Thursday,0,7.0,0,False,False,False,False,False,True
Ice Cream,5.0,3.0,15.0,2023-11-26,2023-11,2023,11,26,Sunday,1,5.0,0,False,False,False,False,False,False
Chocolate Cake,6.0,1.0,6.0,2022-12-14,2022-12,2022,12,14,Wednesday,0,6.0,0,False,False,False,False,True,False
Side Salad,3.0,2.0,6.0,2023-04-02,2023-04,2023,4,2,Sunday,1,3.0,0,False,False,True,False,False,False
Cheesecake,7.0,2.0,14.0,2023-03-03,2023-03,2023,3,3,Friday,0,7.0,0,False,False,False,False,True,False
Steak,20.0,3.0,60.0,2022-07-18,2022-07,2022,7,18,Monday,0,20.0,0,False,True,False,False,False,True
Cheesecake,7.0,4.0,28.0,2023-02-27,2023-02,2023,2,27,Monday,0,7.0,0,False,False,False,False,True,False
Cheesecake,7.0,4.0,28.0,2022-02-10,2022-02,2022,2,10,Thursday,0,7.0,0,False,False,False,False,False,False
Cheesecake,7.0,4.0,28.0,2023-12-03,2023-12,2023,12,3,Sunday,1,7.0,0,False,False,False,False,True,False
Ice Cream,5.0,1.0,5.0,2023-12-03,2023-12,2023,12,3,Sunday,1,5.0,0,False,False,False,False,True,False
Iced Tea,2.5,1.0,2.5,2022-12-09,2022-12,2022,12,9,Friday,0,2.5,0,True,False,False,False,False,False
Onion Rings,5.0,3.0,15.0,2022-06-21,2022-06,2022,6,21,Tuesday,0,5.0,0,False,False,True,False,False,False
Cheese Fries,5.0,5.0,25.0,2023-11-27,2023-11,2023,11,27,Monday,0,5.0,0,False,False,False,True,False,False
Mashed Potatoes,4.0,5.0,20.0,2022-07-22,2022-07,2022,7,22,Friday,0,4.0,0,False,False,True,False,False,False
Water,1.0,1.0,1.0,2022-10-16,2022-10,2022,10,16,Sunday,1,1.0,0,True,False,False,False,False,True
Orange Juice,3.0,1.0,3.0,2022-10-29,2022-10,2022,10,29,Saturday,1,3.0,0,True,False,False,False,False,False
Pasta Alfredo,12.0,1.0,12.0,2022-02-28,2022-02,2022,2,28,Monday,0,12.0,0,False,True,False,False,False,True
Side Salad,3.0,5.0,15.0,2022-12-03,2022-12,2022,12,3,Saturday,1,3.0,0,False,False,True,False,False,False
Pasta Alfredo,12.0,5.0,60.0,2023-03-09,2023-03,2023,3,9,Thursday,0,12.0,0,False,True,False,False,False,True
Water,1.0,1.0,1.0,2022-03-06,2022-03,2022,3,6,Sunday,1,1.0,0,True,False,False,False,True,False
